,digraph,inter-key,uut,ddt
8369,ra,260.3776,300.432,90.1376
8370,at,290.4192,50.072,330.4704
8371,to,390.5664,310.4464,150.2208
8372,or,260.3776,150.216,180.2624
8373,ry,330.4832,180.2592,220.3136
8376,re,160.2304,260.3744,90.1376
8377,ey,90.1248,70.1008,190.272
8378,yc,240.3456,120.1728,220.3136
8379,cl,470.6688,450.648,350.5024
8380,la,190.272,120.1728,170.2528
8381,ab,380.544,190.2736,310.4384
8382,bo,350.5024,290.4176,160.2304
8383,or,400.576,160.2304,340.4928
8384,ra,360.5248,430.6192,120.1792
8385,at,230.336,40.0576,300.4288
8386,to,310.4384,260.3744,120.1664
8387,or,290.4192,170.2448,240.3456
8388,ry,290.4192,210.3024,170.2528
8391,re,150.208,210.3024,110.1568
8392,ey,80.1152,80.1152,140.2112
8393,yc,220.3136,70.1008,220.3136
8394,cl,460.672,460.6624,310.4512
8395,la,160.2304,80.1152,160.2304
8396,ab,400.576,190.2736,320.4608
8397,bo,380.544,290.4176,170.24
8398,or,320.4608,170.2448,230.336
8399,ra,220.3136,300.432,70.0928
8400,at,200.2944,60.0864,280.4096
8401,to,300.4416,210.3024,160.2304
8402,or,270.3872,170.2448,180.2496
8403,ry,310.4384,170.2448,210.304
8406,re,190.272,260.3744,120.1792
8407,ey,90.1376,70.1008,160.2304
8408,yc,240.3456,100.144,220.3136
8409,cl,440.6272,440.6336,300.4288
8410,la,150.2208,100.144,150.2208
8411,ab,330.4704,140.2016,280.3968
8412,bo,340.4928,270.3888,150.2208
8413,or,320.4608,140.2016,250.3552
8414,ra,280.4096,350.504,100.1472
8415,at,220.3136,50.072,290.4192
8416,to,290.4064,240.3456,120.1664
8417,or,210.304,130.1872,160.2304
8418,ry,240.3456,170.2448,160.2304
8421,re,170.2528,220.3168,100.1472
8422,ey,130.1888,70.1008,180.2496
8423,yc,250.3552,130.1872,190.272
8424,cl,450.6496,450.648,330.4832
8425,la,140.1984,80.1152,140.1984
8426,ab,400.576,180.2592,340.4928
8427,bo,390.5536,310.4464,170.24
8428,or,310.4512,150.216,230.336
8429,ra,260.3648,320.4608,100.1344
8430,at,230.3232,50.072,290.4192
8431,to,330.4704,250.36,150.2208
8432,or,310.4512,160.2304,230.336
8433,ry,350.5024,220.3168,200.2816
8436,re,170.24,220.3168,100.1472
8437,ey,110.1568,90.1296,160.2304
8438,yc,210.304,90.1296,190.272
8439,cl,410.5856,430.6192,290.4192
8440,la,140.1984,100.144,160.2304
8441,ab,330.4704,160.2304,290.4192
8442,bo,290.4064,260.3744,120.1664
8443,or,290.4192,120.1728,260.3776
8444,ra,260.3776,330.4752,90.1376
8445,at,190.272,50.072,260.3648
8446,to,260.3776,210.3024,120.1792
8447,or,240.3456,150.216,190.272
8448,ry,230.3232,160.2304,140.1984
8451,re,140.1984,200.288,90.1248
8452,ey,80.1152,60.0864,140.1984
8453,yc,210.304,80.1152,190.272
8454,cl,400.5632,420.6048,270.3872
8455,la,80.1152,50.072,100.1472
8456,ab,370.5344,160.2304,340.4928
8457,bo,360.5248,290.4176,150.2208
8458,or,250.3552,150.216,180.2496
8459,ra,170.24,220.3168,70.1056
8460,at,170.24,20.0288,220.3136
8461,to,290.4192,230.3312,140.2112
8462,or,230.336,140.2016,170.24
8463,ry,240.3584,160.2304,150.2208
8466,re,120.1664,190.2736,100.1344
8467,ey,120.1664,70.1008,190.272
8468,yc,270.3872,120.1728,220.3264
8469,cl,430.6176,450.648,280.3968
8470,la,140.1984,70.1008,160.2304
8471,ab,240.3456,190.2736,170.2528
8472,bo,280.3968,120.1728,230.3232
8473,or,360.5248,240.3456,200.2944
8474,ra,210.304,310.4464,90.1248
8475,at,170.24,20.0288,270.3872
8476,to,260.3648,220.3168,110.1568
8477,or,200.2816,130.1872,160.2304
8478,ry,220.3136,170.2448,150.2208
8481,re,160.2304,200.288,100.1472
8482,ey,90.1376,70.1008,130.1888
8483,yc,220.3136,90.1296,200.2816
8484,cl,440.64,440.6336,310.4512
8485,la,150.2208,70.1008,150.2208
8486,ab,220.3136,190.2736,140.1984
8487,bo,260.3648,100.144,230.3232
8488,or,310.4512,240.3456,150.2208
8489,ra,140.1984,200.288,70.1056
8490,at,170.24,50.072,230.3232
8491,to,260.3776,200.288,140.2112
8492,or,210.304,130.1872,150.208
8493,ry,240.3456,160.2304,160.2304
8496,re,150.2208,200.288,100.1472
8497,ey,70.0928,70.1008,120.1664
8498,yc,210.304,90.1296,210.304
8499,cl,400.576,400.576,280.4096
8500,la,170.24,100.144,170.24
8501,ab,210.2912,210.3024,140.1984
8502,bo,280.4096,70.1008,280.4096
8503,or,450.6496,310.4464,240.3456
8504,ra,240.3456,310.4464,100.1472
8505,at,190.272,50.072,260.3648
8506,to,250.3552,210.3024,110.1568
8507,or,240.3456,140.2016,200.2944
8508,ry,220.3136,190.2736,120.1664
8511,re,350.5024,180.2592,230.336
8512,ey,360.5248,210.3024,190.272
8513,yc,410.5984,220.3168,260.3776
8515,la,420.608,260.3744,230.336
8516,ab,400.576,250.36,240.3456
8517,bo,430.6304,220.3168,280.4096
8518,or,470.6688,290.4176,260.3648
8519,ra,520.7552,240.3456,340.4928
8520,at,570.816,380.5472,290.4192
8526,re,330.4832,180.2592,200.2944
8530,la,550.7968,290.4176,330.4832
8531,ab,490.7008,330.4752,230.3232
8532,bo,400.576,260.3744,240.3456
8533,or,420.608,240.3456,280.4096
8538,ry,450.6368,330.4752,200.2816
8541,re,310.4384,190.2736,170.24
8542,ey,420.5952,180.2592,300.4288
8543,yc,430.6176,300.432,190.2848
8545,la,530.7648,360.5184,240.3456
8546,ab,400.576,230.3312,230.336
8547,bo,410.5984,240.3456,240.3456
8548,or,540.7872,260.3744,370.5344
8551,to,460.6592,280.4032,250.368
8552,or,480.6912,260.3744,300.4288
8556,re,310.4512,220.3168,170.24
8560,la,390.5664,270.3888,190.2848
8561,ab,470.6816,210.3024,350.5024
8562,bo,520.7424,330.4752,260.3648
8563,or,470.6816,260.3744,280.4096
8564,ra,500.7232,280.4032,290.4192
8565,at,460.6592,320.4608,240.3456
8568,ry,540.7744,310.4464,290.4064
8571,re,320.4608,210.3024,180.2624
8575,la,420.5952,330.4752,200.2816
8576,ab,370.5344,200.288,280.4096
8577,bo,460.6592,220.3168,290.4192
8580,at,570.816,430.6192,230.3232
8581,to,480.6912,220.3168,340.4928
8582,or,450.6496,330.4752,190.272
8583,ry,420.5952,180.2592,300.4288
8590,la,370.5216,280.4032,170.24
8591,ab,430.6176,190.2736,340.4928
8592,bo,470.6816,310.4464,230.336
8593,or,570.816,210.3024,410.5856
8596,to,440.6272,320.4608,200.2816
8597,or,390.5536,200.288,270.3872
8598,ry,400.576,260.3744,210.304
8601,re,340.4928,140.2016,250.368
8602,ey,440.64,240.3456,240.3456
8603,yc,360.5248,260.3744,160.2304
8604,cl,540.7744,360.5184,440.6272
8605,la,330.4832,250.36,150.2208
8606,ab,410.5856,160.2304,330.4704
8607,bo,490.7008,310.4464,240.3456
8608,or,400.576,250.36,220.3136
8609,ra,490.7008,200.288,340.4928
8610,at,510.7328,390.5616,220.3136
8611,to,560.8064,180.2592,440.64
8617,ey,370.5344,230.3312,210.304
8618,yc,330.4832,210.3024,190.272
8621,ab,570.816,380.5472,290.4192
8624,ra,530.7648,240.3456,360.512
8625,at,500.7232,380.5472,210.304
8633,yc,460.6592,250.36,270.3872
8635,la,490.7136,390.5616,230.336
8636,ab,470.6816,200.288,370.5344
8639,ra,470.6688,220.3168,300.4288
8640,at,590.848,350.504,340.4928
8641,to,440.64,320.4608,200.2944
8646,re,470.6816,140.2016,400.576
8647,ey,540.7744,380.5472,210.304
8650,la,470.6816,260.3744,280.3968
8651,ab,500.7232,310.4464,290.4192
8652,bo,470.6688,260.3744,280.3968
8653,or,500.7104,280.4032,290.4192
8654,ra,500.7232,260.3744,280.4096
8655,at,500.7104,360.5184,260.3648
8661,re,420.608,120.1728,350.5024
8662,ey,530.7648,350.504,230.336
8663,yc,480.6912,240.3456,300.4288
8665,la,460.6592,350.504,210.304
8666,ab,390.5536,180.2592,280.3968
8667,bo,520.7552,290.4176,310.4512
8668,or,500.7232,300.432,270.3872
8669,ra,480.6912,250.36,280.4096
8670,at,590.848,340.4896,360.512
8671,to,500.7104,320.4608,250.3552
8672,or,430.6176,260.3744,250.368
8673,ry,480.6912,240.3456,310.4384
8676,re,340.48,200.288,220.3136
8677,ey,310.4512,210.3024,170.2528
8678,yc,380.544,150.216,280.3968
8680,la,450.6496,310.4464,210.304
8681,ab,500.7104,260.3744,360.512
8682,bo,470.6816,330.4752,230.336
8683,or,430.6176,240.3456,290.4192
8684,ra,470.6688,230.3312,280.3968
8685,at,450.6496,360.5184,210.304
8688,ry,430.6176,270.3888,240.3456
8691,re,320.4608,190.2736,180.2624
8695,la,540.7744,430.6192,180.2496
8696,ab,420.608,190.2736,310.4512
8699,ra,470.6816,350.504,180.2624
8700,at,290.4192,220.3168,170.24
8703,ry,410.5984,230.3312,260.3776
8706,re,350.5024,190.2736,210.304
8707,ey,590.848,280.4032,430.6176
8710,la,500.7232,420.6048,150.208
8711,ab,390.5664,190.2736,310.4512
8714,ra,430.6176,360.5184,140.1984
8715,at,190.272,160.2304,120.1664
8718,ry,480.6912,380.5472,190.272
8721,re,260.3776,150.216,180.2624
8722,ey,470.6688,190.2736,360.512
8723,yc,540.7744,340.4896,260.3776
8725,la,500.7232,420.6048,130.1888
8726,ab,360.5248,170.2448,280.4096
8729,ra,400.576,330.4752,140.2112
8730,at,170.24,150.216,100.1344
8733,ry,490.7008,260.3744,310.4384
8736,re,280.4096,210.3024,120.1792
8741,ab,380.544,200.288,300.4288
8742,bo,590.8608,230.3312,410.5984
8744,ra,450.6496,330.4752,190.272
8745,at,310.4512,240.3456,190.272
8746,to,560.7936,140.2016,490.7008
8748,ry,470.6688,240.3456,310.4384
8751,re,290.4192,180.2592,170.24
8752,ey,590.848,190.2736,480.6912
8755,la,480.6912,400.576,130.1888
8756,ab,340.4928,160.2304,260.3776
8759,ra,360.5248,290.4176,130.1888
8760,at,210.304,150.216,140.1984
8761,to,530.7648,120.1728,470.6816
8763,ry,400.576,220.3168,260.3648
8766,re,260.3648,170.2448,140.1984
8767,ey,570.816,180.2592,480.6912
8770,la,590.848,490.7056,160.2304
8771,ab,360.5248,200.288,260.3776
8772,bo,560.8064,240.3456,400.576
8774,ra,380.544,310.4464,120.1664
8775,at,190.272,160.2304,120.1792
8776,to,480.6912,90.1296,450.6496
8778,ry,500.7232,310.4464,260.3776
8781,re,270.4,180.2592,160.2304
8782,ey,390.5664,170.2448,300.4288
8783,yc,400.5888,290.4176,180.2624
8785,la,510.7328,470.6768,100.1472
8786,ab,270.3872,150.216,230.336
8787,bo,450.6496,200.288,330.4704
8789,ra,470.6688,370.5328,150.208
8790,at,220.3136,190.2736,120.1792
8791,to,540.7744,90.1296,510.7328
8793,ry,580.8384,350.504,300.4416
8796,re,310.4384,190.2736,160.2304
8797,ey,430.6176,210.3024,310.4512
8798,yc,510.7328,270.3888,290.4192
8801,ab,350.5024,180.2592,270.3872
8804,ra,330.4704,190.2736,210.304
8805,at,380.544,240.3456,240.3456
8806,to,470.6816,230.3312,330.4832
8811,re,200.2944,200.288,120.1792
8812,ey,290.4064,60.0864,290.4064
8813,yc,510.7328,280.4032,280.4096
8815,la,500.7232,380.5472,180.2624
8816,ab,390.5664,190.2736,270.3872
8819,ra,330.4704,280.4032,100.1472
8820,at,220.3264,150.216,170.2528
8821,to,510.7328,120.1728,440.6272
8823,ry,550.7968,320.4608,280.4096
8826,re,280.3968,160.2304,170.24
8827,ey,430.6176,210.3024,310.4512
8828,yc,450.6496,290.4176,230.3232
8830,la,450.6496,360.5184,140.2112
8834,ra,480.6912,290.4176,260.3776
8835,at,320.4608,250.36,130.1888
8836,to,550.7968,150.216,480.6912
8841,re,270.3872,180.2592,140.1984
8842,ey,450.6496,170.2448,360.512
8843,yc,520.7424,330.4752,240.3456
8845,la,520.7552,390.5616,170.2528
8846,ab,400.576,220.3168,270.3872
8849,ra,460.6592,320.4608,200.2816
8850,at,460.6592,250.36,320.4608
8853,ry,500.7232,380.5472,200.2944
8856,re,290.4192,170.2448,170.2528
8857,ey,570.816,220.3168,450.6368
8860,la,560.8064,480.6912,160.2304
8861,ab,320.4608,180.2592,240.3456
8864,ra,380.5568,310.4464,140.1984
8865,at,210.304,170.2448,140.1984
8866,to,490.7136,90.1296,450.6496
8868,ry,520.7424,300.432,290.4192
8873,yc,390.5536,270.3888,210.304
8879,ra,440.64,270.3888,270.3872
8880,at,380.544,320.4608,210.304
8883,ry,490.7008,270.3888,310.4512
8886,re,400.576,240.3456,240.3456
8887,ey,490.7008,230.3312,330.4704
8890,la,490.7136,400.576,190.272
8891,ab,350.5024,190.2736,260.3648
8894,ra,420.608,370.5328,120.1792
8895,at,200.2816,150.216,150.208
8896,to,540.7872,120.1728,490.7136
8901,re,430.6304,240.3456,250.368
8902,ey,520.7424,270.3888,330.4704
8903,yc,540.7744,330.4752,290.4192
8905,la,520.7424,420.6048,190.272
8906,ab,450.6368,180.2592,350.5024
8909,ra,350.5152,190.2736,240.3456
8910,at,350.5024,310.4464,190.272
8911,to,550.7968,110.1584,510.7328
8913,ry,530.7648,250.36,360.512
8916,re,500.7232,360.5184,210.304
8917,ey,480.6912,210.3024,340.4928
8918,yc,580.8384,340.4896,310.4512
8920,la,540.7744,480.6912,160.2304
8921,ab,300.4288,160.2304,240.3456
8922,bo,540.7744,210.3024,400.576
8924,ra,500.7232,410.5904,160.2304
8925,at,210.304,170.2448,120.1664
8931,re,340.4928,230.3312,170.24
8932,ey,420.608,220.3168,310.4512
8933,yc,530.7648,270.3888,330.4704
8935,la,520.7424,400.576,200.2816
8936,ab,450.6496,240.3456,330.4832
8939,ra,520.7552,400.576,200.2944
8940,at,230.3232,210.3024,110.1568
8946,re,370.5344,230.3312,210.304
8950,la,550.784,460.6624,190.272
8951,ab,350.5024,210.3024,260.3776
8954,ra,500.7104,400.576,170.24
8955,at,240.3584,170.2448,140.2112
8956,to,570.816,160.2304,500.7104
8961,re,300.4288,230.3312,150.208
8962,ey,420.5952,190.2736,350.5024
8963,yc,570.816,310.4464,340.4928
8966,ab,270.3872,240.3456,150.208
8967,bo,490.7008,110.1584,460.6592
8969,ra,460.672,350.504,190.272
8970,at,220.3264,220.3168,110.1568
8971,to,530.7648,70.1008,530.7648
8973,ry,560.8064,380.5472,250.3552
8976,re,310.4512,210.3024,170.2528
8977,ey,380.544,220.3168,280.3968
8978,yc,470.6816,260.3744,310.4512
8981,ab,310.4384,170.2448,210.2912
8984,ra,490.7008,450.648,140.1984
8985,at,210.304,160.2304,170.2528
8991,re,410.5856,230.3312,250.3552
8992,ey,460.6592,260.3744,280.4096
8993,yc,490.7136,270.3888,290.4192
8995,la,440.64,370.5328,150.2208
8996,ab,250.3552,210.3024,180.2496
8997,bo,520.7424,120.1728,480.6912
8999,ra,490.7008,340.4896,260.3648
9000,at,290.4064,290.4176,140.1984
9001,to,570.8288,70.1008,570.8288
9003,ry,380.5568,220.3168,270.4
9006,re,480.6912,210.3024,340.4928
9010,la,490.7008,430.6192,160.2304
9011,ab,400.576,180.2592,340.4928
9014,ra,540.7744,380.5472,230.3232
9015,at,500.7232,280.4032,340.4928
9018,ry,520.7424,340.4896,250.3552
9021,re,410.5984,260.3744,240.3584
9022,ey,300.4288,260.3744,150.208
9023,yc,340.48,120.1728,300.4288
9025,la,440.64,420.6048,120.1792
9026,ab,250.3552,150.216,230.3232
9027,bo,570.816,170.2448,470.6816
9029,ra,460.6592,290.4176,280.3968
9030,at,380.544,320.4608,210.304
9033,ry,580.8384,480.6912,200.2816
9036,re,360.5248,260.3744,200.2944
9037,ey,430.6176,190.2736,330.4704
9038,yc,520.7552,340.4896,280.4096
9041,ab,400.576,220.3168,280.3968
9042,bo,570.816,230.3312,390.5664
9044,ra,490.7008,420.6048,160.2304
9045,at,240.3456,170.2448,170.24
9051,re,580.8384,270.3888,410.5856
9052,ey,560.8192,400.576,250.368
9053,yc,580.8256,250.36,420.5952
9058,or,400.576,290.4176,210.304
9059,ra,400.5888,220.3168,290.4192
9060,at,560.8064,250.36,380.544
9063,ry,450.6496,280.4032,250.368
9068,yc,550.7968,270.3888,350.5024
9071,ab,470.6688,330.4752,240.3328
9072,bo,570.8288,210.3024,430.6304
9074,ra,470.6816,290.4176,300.4416
9075,at,450.6496,280.4032,270.3872
9076,to,480.6912,260.3744,310.4384
9078,ry,540.7744,420.6048,210.304
9081,re,560.8064,290.4176,360.512
9082,ey,450.6496,340.4896,180.2624
9083,yc,490.7008,180.2592,380.544
9086,ab,420.608,290.4176,220.3136
9087,bo,480.6912,210.3024,350.5024
9088,or,510.7328,350.504,240.3456
9089,ra,410.5856,240.3456,250.3552
9090,at,500.7232,250.36,330.4832
9091,to,540.7744,320.4608,290.4064
9096,re,490.7008,260.3744,320.4608
9097,ey,500.7104,330.4752,270.3872
9098,yc,570.816,240.3456,400.576
9101,ab,380.544,260.3744,210.2912
9102,bo,470.6688,190.2736,350.5024
9103,or,590.848,360.5184,310.4512
9104,ra,540.7744,320.4608,310.4512
9105,at,480.6912,320.4608,260.3776
9106,to,540.7744,230.3312,380.544
9107,or,550.7968,380.5472,240.3456
9108,ry,450.6496,240.3456,280.3968
9111,re,430.6176,180.2592,330.4832
9112,ey,450.6496,330.4752,200.2816
9113,yc,350.5024,190.2736,230.336
9116,ab,410.5984,250.36,230.336
9117,bo,470.6688,230.3312,310.4384
9118,or,510.7328,310.4464,270.3872
9119,ra,520.7424,300.432,320.4608
9120,at,480.6912,300.432,260.3776
9121,to,470.6688,250.36,290.4192
9122,or,470.6688,280.4032,250.3552
9123,ry,460.672,270.3888,270.4
9126,re,330.4832,140.2016,260.3776
9127,ey,410.5856,260.3744,220.3136
9128,yc,400.5632,220.3168,250.3552
9131,ab,430.6176,310.4464,220.3136
9134,ra,490.7008,330.4752,260.3648
9135,at,480.6912,240.3456,320.4608
9136,to,520.7552,310.4464,280.4096
9137,or,540.7744,280.4032,330.4704
9138,ry,470.6816,330.4752,210.304
9141,re,440.6272,210.3024,310.4384
9142,ey,400.5888,300.432,170.2528
9143,yc,360.512,170.2448,260.3648
9146,ab,370.5344,220.3168,210.304
9147,bo,490.7136,230.3312,340.4928
9148,or,480.6912,340.4896,220.3136
9149,ra,480.6912,240.3456,340.4928
9150,at,580.8384,310.4464,340.4928
9151,to,560.8192,340.4896,290.4192
9152,or,530.7648,290.4176,310.4384
9153,ry,530.7648,310.4464,290.4192
9156,re,550.784,210.3024,410.5856
9157,ey,550.784,410.5904,210.304
9158,yc,470.6816,210.3024,330.4832
9160,la,540.7744,360.5184,280.3968
9161,ab,350.5152,250.36,170.2528
9162,bo,430.6176,190.2736,330.4704
9163,or,520.7424,310.4464,280.3968
9164,ra,500.7232,310.4464,290.4192
9165,at,590.848,290.4176,400.576
9166,to,590.848,370.5328,290.4192
9168,ry,590.848,470.6768,170.24
9171,re,460.6592,260.3744,270.3872
9172,ey,410.5984,280.4032,210.304
9173,yc,360.512,190.2736,230.3232
9175,la,520.7552,340.4896,270.3872
9176,ab,370.5344,240.3456,190.272
9179,ra,490.7008,300.432,270.3872
9180,at,570.8288,290.4176,380.5568
9181,to,530.7648,350.504,250.3552
9182,or,410.5984,250.36,230.336
9183,ry,420.5952,230.3312,260.3648
9186,re,540.7744,280.4032,350.5024
9187,ey,500.7104,360.5184,240.3456
9188,yc,440.64,210.3024,300.4416
9191,ab,440.6272,320.4608,200.2816
9192,bo,470.6688,210.3024,350.5024
9193,or,520.7552,330.4752,260.3776
9194,ra,420.608,260.3744,230.336
9195,at,450.6496,260.3744,290.4192
9196,to,530.7648,260.3744,340.48
9198,ry,560.8064,420.6048,210.304
9201,re,350.5024,180.2592,240.3328
9202,ey,360.5248,250.36,190.2848
9203,yc,380.544,180.2592,270.3872
9205,la,580.8256,400.576,250.3552
9206,ab,400.576,250.36,220.3264
9207,bo,470.6816,220.3168,320.4608
9208,or,530.7648,320.4608,280.3968
9209,ra,470.6816,290.4176,260.3776
9210,at,470.6816,250.36,290.4192
9211,to,580.8256,290.4176,360.512
9213,ry,570.816,420.6048,230.3232
9216,re,470.6816,240.3456,300.4416
9217,ey,470.6816,330.4752,240.3456
9218,yc,370.5344,210.3024,230.3232
9221,ab,430.6176,310.4464,190.272
9222,bo,420.608,210.3024,300.4416
9223,or,550.784,280.4032,340.48
9224,ra,550.7968,360.5184,280.4096
9225,at,470.6816,280.4032,280.4096
9226,to,450.6496,270.3888,260.3648
9227,or,590.8608,250.36,410.5984
9228,ry,550.784,410.5904,210.2912
9231,re,300.4288,160.2304,220.3264
9232,ey,370.5216,210.3024,230.3232
9233,yc,430.6304,230.3312,270.4
9235,la,490.7008,370.5328,190.272
9236,ab,400.5888,200.288,280.4096
9237,bo,530.7648,280.4032,330.4704
9239,ra,570.8288,380.5472,270.4
9240,at,560.8064,260.3744,370.5216
9241,to,510.7328,360.5184,210.304
9242,or,590.848,230.3312,440.64
9246,re,310.4384,160.2304,240.3328
9247,ey,390.5664,220.3168,240.3584
9248,yc,420.608,240.3456,250.3552
9250,la,380.544,260.3744,210.304
9251,ab,380.544,190.2736,260.3776
9252,bo,490.7008,280.4032,300.4288
9254,ra,570.816,360.5184,280.3968
9255,at,590.848,280.4032,380.544
9257,or,500.7232,300.432,270.3872
9258,ry,480.6912,270.3888,280.3968
9261,re,330.4832,190.2736,230.336
9262,ey,380.5568,220.3168,240.3456
9263,yc,510.7328,250.36,350.5024
9265,la,290.4192,230.3312,140.1984
9266,ab,360.512,150.216,300.4288
9267,bo,530.7648,290.4176,320.4608
9268,or,570.8288,310.4464,330.4832
9269,ra,540.7744,330.4752,280.3968
9270,at,560.8064,290.4176,350.5024
9271,to,450.6496,330.4752,180.2624
9272,or,400.576,190.2736,280.3968
9273,ry,450.6496,280.4032,240.3456
9276,re,280.3968,170.2448,200.2944
9277,ey,380.544,210.3024,270.3872
9278,yc,460.6592,260.3744,290.4192
9280,la,360.5248,240.3456,220.3264
9281,ab,400.576,210.3024,280.3968
9282,bo,400.576,260.3744,210.304
9283,or,440.6272,210.3024,300.4288
9284,ra,500.7104,310.4464,270.3872
9285,at,520.7552,280.4032,330.4832
9286,to,520.7424,330.4752,280.3968
9287,or,480.6912,290.4176,290.4192
9288,ry,470.6816,290.4176,280.4096
9291,re,300.4288,170.2448,200.2816
9292,ey,340.4928,210.3024,210.304
9293,yc,370.5344,210.3024,240.3456
9296,ab,500.7232,190.2736,400.576
9299,ra,510.7328,290.4176,280.3968
9300,at,590.848,300.432,370.5344
9301,to,510.7328,350.504,220.3136
9302,or,510.7456,230.3312,350.5152
9303,ry,550.7968,360.5184,270.3872
9306,re,310.4512,190.2736,190.272
9307,ey,450.6368,220.3168,330.4704
9308,yc,540.7744,300.432,310.4512
9310,la,480.6912,380.5472,190.272
9311,ab,400.576,170.2448,300.4416
9315,at,430.6304,150.216,350.5024
9316,to,520.7552,380.5472,240.3456
9317,or,400.576,210.3024,260.3648
9318,ry,500.7232,290.4176,310.4512
9321,re,310.4384,180.2592,210.2912
9322,ey,420.608,220.3168,290.4192
9323,yc,420.5952,280.4032,220.3136
9325,la,350.5152,250.36,150.2208
9326,ab,390.5536,200.288,290.4064
9327,bo,540.7872,260.3744,350.5152
9329,ra,550.7968,360.5184,260.3776
9330,at,530.7648,270.3888,340.4928
9332,or,580.8256,360.5184,300.4288
9333,ry,580.8384,290.4176,360.5248
9336,re,360.5248,210.3024,240.3584
9340,la,480.6912,380.5472,190.272
9341,ab,330.4704,170.2448,230.336
9342,bo,500.7232,230.3312,340.4928
9345,at,240.3456,140.2016,190.272
9346,to,550.7968,170.2448,450.6496
9347,or,570.8288,450.648,190.272
9348,ry,380.544,220.3168,260.3648
9351,re,370.5344,210.3024,220.3136
9352,ey,440.64,220.3168,280.4096
9353,yc,430.6176,290.4176,210.304
9356,ab,540.7744,200.288,410.5856
9359,ra,520.7424,330.4752,260.3776
9360,at,570.816,260.3744,380.544
9362,or,580.8384,380.5472,270.3872
9363,ry,500.7104,270.3888,300.4288
9366,re,350.5024,230.3312,220.3136
9370,la,400.576,300.432,170.2528
9371,ab,450.6496,190.2736,350.5024
9374,ra,450.6496,370.5328,170.24
9375,at,290.4192,150.216,210.304
9378,ry,430.6176,200.288,310.4512
9381,re,330.4832,210.3024,200.2944
9382,ey,390.5664,210.3024,270.3872
9383,yc,400.576,250.36,220.3136
9385,la,340.48,240.3456,180.2496
9386,ab,480.6912,190.2736,380.5568
9389,ra,570.816,370.5328,280.3968
9392,or,570.816,400.576,250.3552
9393,ry,460.6592,240.3456,290.4192
9397,ey,570.8288,220.3168,450.6496
9398,yc,590.848,420.6048,240.3456
9401,ab,530.752,190.2736,410.5856
9405,at,390.5664,290.4176,190.272
9406,to,540.7744,170.2448,440.6272
9407,or,570.816,450.648,200.2944
9408,ry,360.5248,210.3024,240.3456
9411,re,170.24,240.3456,90.1248
9412,ey,190.272,50.072,260.3776
9413,yc,490.7008,200.288,350.5024
9415,la,550.784,430.6192,190.272
9416,ab,530.7648,200.288,410.5984
9417,bo,530.7648,410.5904,200.2816
9418,or,390.5536,190.2736,270.3872
9419,ra,410.5856,280.4032,210.304
9420,at,380.5568,220.3168,250.368
9421,to,490.7008,230.3312,330.4704
9426,re,220.3136,310.4464,70.1056
9427,ey,140.1984,30.0432,230.3232
9428,yc,350.5152,200.288,240.3584
9430,la,500.7232,290.4176,280.4096
9431,ab,520.7552,310.4464,310.4512
9432,bo,470.6688,300.432,260.3648
9433,or,520.7424,240.3456,350.5024
9434,ra,470.6816,380.5472,190.2848
9435,at,380.544,190.2736,290.4064
9436,to,420.608,260.3744,230.336
9437,or,380.544,230.3312,220.3136
9438,ry,460.6592,240.3456,310.4512
9441,re,310.4384,390.5616,90.1248
9442,ey,140.2112,50.072,220.3264
9443,yc,390.5664,180.2592,300.4288
9445,la,470.6816,350.504,190.2848
9446,ab,520.7552,210.3024,400.576
9450,at,410.5856,210.3024,280.3968
9451,to,430.6304,270.3888,230.336
9452,or,420.5952,230.3312,260.3648
9453,ry,500.7232,270.3888,310.4512
9456,re,170.2528,260.3744,80.1152
9457,ey,140.2112,50.072,230.336
9458,yc,280.4096,180.2592,190.272
9460,la,450.6496,300.432,220.3136
9461,ab,510.7328,240.3456,360.5248
9462,bo,480.6912,360.5184,210.2912
9463,or,450.6496,210.3024,330.4832
9464,ra,460.6592,340.4896,220.3136
9465,at,400.576,190.2736,280.4096
9466,to,400.576,280.4032,190.272
9471,re,170.2528,230.3312,90.1376
9472,ey,100.1472,50.072,160.2304
9473,yc,280.3968,140.2016,230.3232
9475,la,370.5344,280.4032,170.24
9476,ab,410.5856,170.2448,320.4608
9477,bo,530.7648,310.4464,290.4192
9479,ra,560.8064,440.6336,200.2816
9480,at,400.576,210.3024,280.4096
9481,to,400.5888,250.36,210.304
9486,re,120.1664,190.2736,80.1152
9487,ey,90.1248,20.0288,160.2304
9488,yc,290.4192,170.2448,220.3264
9490,la,410.5984,310.4464,200.2944
9491,ab,400.576,170.2448,300.4288
9492,bo,470.6816,300.432,240.3456
9493,or,400.576,240.3456,230.3232
9494,ra,350.5152,260.3744,190.2848
9495,at,360.5248,190.2736,270.3872
9496,to,360.5248,240.3456,190.272
9497,or,300.4416,180.2592,180.2624
9498,ry,360.512,190.2736,240.3328
9501,re,290.4192,360.5184,110.1568
9502,ey,230.336,80.1152,300.4288
9503,yc,530.7648,230.3312,380.544
9505,la,480.6912,380.5472,170.24
9506,ab,570.816,170.2448,470.6816
9507,bo,570.816,470.6768,170.24
9508,or,370.5216,170.2448,270.3872
9509,ra,400.576,280.4032,200.2944
