,digraph,inter-key,uut,ddt
3001,rt,120,200,208
3002,tl,1016,1208,1096
3003,ly,41,145,233
3004,yr,1999,2087,2103
3005,rs,216,319,304
3006,st,64,136,167
3007,tl,73,240,145
3008,ly,-48,40,119
3009,yw,592,680,680
3010,wr,321,400,409
3011,ri,65,184,144
3012,it,41,128,160
3013,te,80,168,167
3014,ed,216,273,304
3015,do,0,64,57
3016,ow,71,159,135
3017,wn,40,112,128
3018,nf,7008,7096,7080
3019,fi,0,128,88
3020,in,713,841,841
3021,ni,-80,64,48
3022,is,-40,48,104
3023,sh,24,128,112
3024,pa,1,72,81
3025,ar,49,144,120
3026,rt,88,192,183
3027,ti,48,136,152
3028,ia,152,208,240
3029,al,56,168,112
3030,lp,176,256,288
3031,pa,-16,72,64
3032,ar,32,96,120
3033,rs,120,216,184
3034,si,48,152,144
3035,in,-40,64,64
3036,ng,-16,56,88
3037,th,0,104,136
3038,he,0,136,104
3039,et,232,384,368
3040,te,-24,112,128
3041,es,48,232,184
3042,st,0,128,184
3043,ti,0,184,128
3044,in,-64,48,120
3045,ng,-16,111,96
3046,ga,73,225,200
3047,at,0,96,152
3048,th,184,272,280
3049,th,-24,64,88
3050,he,23,181,111
3051,em,74,250,232
3052,ma,1,104,177
3053,aj,248,409,351
3054,ja,175,255,336
3055,av,456,608,536
3056,ve,-32,72,120
3057,ea,776,872,880
3058,ai,224,360,320
3059,ir,1,96,137
3060,ra,264,344,359
3061,an,40,128,120
3062,nd,32,112,120
3063,ds,680,824,760
3064,sp,472,560,616
3065,pa,128,240,216
3066,ac,120,312,232
3067,ce,-64,88,128
3068,ep,312,440,464
3069,pa,232,336,360
3070,ao,424,576,528
3071,or,144,240,296
3072,rt,121,265,217
3073,ti,144,360,288
3074,in,-64,80,152
3075,nc,480,656,624
3076,ca,-64,72,112
3077,al,64,240,200
3078,li,-56,96,120
3079,if,64,200,216
3080,fo,25,240,161
3081,or,184,320,399
3082,rn,80,264,216
3083,ni,-80,56,104
3084,ia,25,200,161
3085,ar,312,464,487
3086,re,-40,80,112
3087,ep,160,280,280
3088,pr,120,296,240
3089,re,-56,64,120
3090,es,216,312,336
3091,sn,480,640,576
3092,ne,480,616,640
3093,en,-24,112,112
3094,nt,176,344,312
3095,te,232,352,400
3096,ed,576,704,696
3097,dt,224,336,352
3098,th,0,96,112
3099,he,0,96,96
3100,ef,128,216,224
3101,fi,16,160,104
3102,ir,-40,96,104
3103,rs,152,360,288
3104,st,-32,128,176
3105,te,640,776,800
3106,te,80,216,216
3107,er,144,279,280
3108,re,80,184,215
3109,er,681,785,785
3110,re,103,175,207
3111,es,345,448,417
3112,st,193,280,296
3113,tr,200,320,287
3114,ri,1176,1256,1296
3115,il,80,160,160
3116,la,3144,3280,3224
3117,al,26,120,162
3118,ld,520,592,614
3119,de,112,241,184
3120,em,72,240,201
3121,mo,-32,200,136
3122,on,128,264,360
3123,ns,72,136,208
3124,st,120,176,184
3125,tr,120,248,176
3126,ra,168,288,296
3127,at,72,224,192
3128,ti,-56,104,96
3129,io,-32,120,128
3130,on,-32,136,120
3131,no,88,208,256
3132,of,0,104,120
3133,fa,176,352,280
3134,an,-16,160,160
3135,na,184,336,360
3136,au,16,152,168
3137,ut,88,240,224
3138,to,32,160,184
3139,on,216,384,344
3140,no,0,104,168
3141,om,192,320,296
3142,mo,184,392,312
3143,ou,-80,72,128
3144,us,80,208,232
3145,sl,112,288,240
3146,ly,-32,64,144
3147,yg,392,536,488
3148,gu,0,128,144
3149,ui,216,392,344
3150,id,168,256,344
3151,de,136,200,224
3152,ed,120,232,184
3153,dr,672,816,784
3154,ro,64,224,208
3155,oc,72,184,232
3156,ck,240,376,352
3157,ke,0,96,136
3158,et,224,320,320
3159,et,16,112,112
3160,tf,344,463,440
3161,fl,41,248,160
3162,ly,-40,64,167
3163,yi,64,256,168
3164,in,-63,72,129
3165,ng,-24,144,111
3166,ga,128,256,296
3167,ap,288,424,416
3168,pl,1960,2136,2096
3169,pl,840,1016,952
3170,la,24,184,200
3171,an,296,464,456
3172,ne,208,304,376
3173,et,152,264,248
3174,ta,304,440,416
3175,ar,56,224,192
3176,ry,-8,120,160
3177,yl,464,640,592
3178,la,-48,88,128
3179,an,64,232,200
3180,nd,80,224,248
3181,di,0,152,144
3182,in,-40,96,112
3183,ng,16,144,152
3184,gt,313,385,441
3185,tr,112,256,184
3186,ra,136,280,280
3187,aj,1256,1392,1400
3188,aj,80,216,216
3189,je,464,552,600
3190,ec,280,376,368
3191,ct,176,288,272
3192,to,32,152,144
3193,or,-15,112,105
3194,ry,0,72,127
3195,yt,696,816,768
3196,th,-24,104,96
3197,he,0,48,128
3198,et,1944,2056,1992
3199,et,296,408,480
3200,te,-48,88,64
3201,es,56,184,192
3202,st,56,184,184
3203,ti,-24,160,104
3204,in,-64,72,120
3205,ng,752,856,888
3206,gu,1088,1224,1192
3207,ut,376,535,512
3208,ti,-39,96,120
3209,il,176,352,311
3210,li,-64,120,112
3211,iz,65,169,249
3212,ze,64,159,168
3213,ed,136,248,231
3214,dr,1744,1928,1856
3215,dr,488,672,656
3216,ra,-48,72,136
3217,ap,96,224,216
3218,pe,64,264,192
3219,er,-40,56,160
3220,rs,760,872,856
3221,sg,1256,1352,1368
3222,ge,192,320,288
3223,en,152,240,280
3224,ni,112,288,200
3225,ie,72,176,248
3226,es,2177,2297,2281
3227,sy,192,328,312
3228,ys,40,128,176
3229,st,144,256,232
3230,te,104,264,216
3231,em,48,160,208
3232,ma,368,440,480
3233,ac,112,160,184
3234,ct,136,248,184
3235,ti,-24,136,88
3236,iv,288,416,448
3237,ve,-40,112,88
3238,el,48,232,200
3239,ly,-16,88,168
3240,yc,344,456,448
3241,co,0,200,112
3242,on,-80,120,120
3243,nt,-16,48,184
3244,tr,120,264,184
3245,ro,48,144,192
3246,ol,112,192,208
3247,li,264,488,344
3248,li,-32,192,136
3249,in,-72,64,152
3250,ng,0,112,136
3251,ga,120,264,232
3252,am,304,424,448
3253,ma,280,376,400
3254,as,112,200,208
3255,st,96,200,184
3256,te,104,232,208
3257,en,32,136,160
3258,nc,920,1031,1024
3259,cx,569,649,680
3260,xa,4583,4719,4663
3261,xa,3360,3496,3536
3262,as,200,297,336
3263,st,135,215,232
3264,te,128,256,208
3265,en,16,145,144
3266,nx,3928,4064,4057
3267,xo,176,280,312
3268,om,160,320,264
3269,mb,360,536,520
3270,bi,40,192,216
3271,ie,376,480,528
3272,ij,127,215,272
3273,ju,96,160,184
3274,us,56,176,120
3275,st,-56,31,64
3276,ts,121,225,208
3277,sp,32,184,136
3278,po,24,144,176
3279,ok,152,232,272
3280,ke,112,176,192
3281,ew,832,911,896
3282,wi,-15,64,64
3283,it,1,97,80
3284,th,-40,79,56
3285,hd,113,208,232
3286,dr,113,177,208
3287,ro,335,447,399
3288,ro,-24,88,88
3289,os,16,80,128
3290,sa,432,537,496
3291,sa,295,400,360
3292,ab,0,112,105
3293,bo,-72,31,40
3294,ou,-31,40,72
3295,ut,56,136,127
3296,th,121,233,201
3297,ho,-56,71,56
3298,ow,-40,32,87
3299,wt,72,169,144
3300,to,0,111,97
3301,oc,121,201,232
3302,co,32,144,112
3303,on,-64,80,48
3304,ns,0,88,144
3305,so,0,80,88
3306,ol,97,240,177
3307,li,-72,64,71
3308,id,-32,40,104
3309,da,1,120,73
3310,at,-32,97,87
3311,te,-48,55,81
3312,et,80,160,183
3313,th,0,128,80
3314,he,-72,40,56
3315,ei,200,328,312
3316,in,136,240,264
3317,nv,80,136,184
3318,va,1704,1768,1760
3319,al,-24,32,40
3320,lo,272,424,328
3321,lo,96,248,200
3322,of,-64,0,88
3323,ft,112,176,176
3324,th,-24,96,40
3325,he,-40,32,80
3326,es,80,232,152
3327,st,-56,48,96
3328,ti,-48,24,56
3329,il,-24,40,48
3330,li,768,920,832
3331,li,592,744,712
3332,im,-56,80,96
3333,ma,-24,104,112
3334,ge,80,312,160
3335,ae,72,160,360
3336,em,304,408,392
3337,ma,-40,104,64
3338,at,-56,32,88
3339,tc,120,216,208
3340,ch,16,88,112
3341,hs,320,384,392
3342,sc,96,184,160
3343,co,96,184,184
3344,or,-24,120,64
3345,re,-72,64,72
3346,es,-64,56,72
3347,sf,80,136,200
3348,fr,88,152,144
3349,ro,1,120,65
3350,om,-64,88,55
3351,ma,416,544,568
3352,ma,0,128,80
3353,at,-72,0,56
3354,tc,128,208,200
3355,ch,-32,40,48
3356,hi,0,136,72
3357,in,-40,72,96
3358,ng,-32,40,80
3359,ge,248,312,320
3360,ev,88,176,152
3361,ve,80,224,168
3362,er,-56,48,88
3363,ry,-48,72,56
3364,yf,48,104,168
3365,fr,80,208,136
3366,ra,-48,24,80
3367,am,-24,64,48
3368,me,16,104,104
3369,eo,168,264,256
3370,of,0,88,96
3371,fa,96,200,184
3372,av,192,256,296
3373,vi,0,104,64
3374,id,0,56,104
3375,de,104,168,160
3376,eo,0,96,64
3377,oa,544,656,640
3378,ag,-16,120,96
3379,ga,0,64,136
3380,ai,0,120,64
3381,in,-24,80,96
3382,ns,616,744,720
3383,st,-40,56,88
3384,te,360,424,456
3385,ev,103,175,167
3386,ve,56,168,128
3387,ey,-16,152,96
3388,ry,969,56,1056
3389,yr,784,865,120
3390,ry,48,183,129
3391,yf,48,104,183
3392,fr,97,152,153
3393,ro,1,136,56
3394,om,-48,80,87
3395,ma,424,504,552
3396,am,88,160,168
3397,me,0,88,72
3398,eo,96,232,184
3399,of,-56,32,80
3400,fa,129,266,217
3401,ae,223,1992,360
3402,sc,224,175,254
3403,ec,168,232,201
3404,cs,528,616,592
3405,se,-40,40,48
3406,ec,121,137,201
3407,co,55,183,71
3408,on,-64,40,64
3409,nd,0,56,104
3410,dv,192,264,248
3411,vi,1,96,73
3412,id,33,72,128
3413,de,128,161,167
3414,eo,31,111,64
3415,oh,400,544,480
3416,he,-23,40,121
3417,eb,136,200,199
3418,br,120,200,184
3419,ro,0,136,80
3420,ou,-40,56,96
3421,ug,0,64,96
3422,gh,32,120,96
3423,ht,536,592,624
3424,tu,104,320,160
3425,up,-120,32,96
3426,ps,64,176,216
3427,so,1,56,113
3428,oj,0,72,55
3429,jm,-71,48,1
3430,me,792,856,911
3431,me,0,64,64
3432,ev,288,368,352
3433,ve,72,216,152
3434,er,-56,48,88
3435,ry,-48,72,56
3436,yi,80,248,200
3437,in,-48,88,120
3438,ns,-24,96,112
3439,te,496,144,544
3440,st,360,448,88
3441,te,40,144,128
3442,er,-24,136,80
3443,re,-32,144,128
3444,es,-104,40,72
3445,st,-56,40,88
3446,ti,-15,96,81
3447,in,-56,72,55
3448,gp,280,2896,344
3449,np,256,408,368
3450,po,-24,168,128
3451,oi,-96,40,96
3452,in,-40,72,96
3453,nt,-40,80,72
3454,ts,-64,56,56
3455,sa,480,576,600
3456,an,1064,1184,1160
3457,an,40,160,88
3458,nd,-64,16,56
3459,dv,104,240,184
3460,va,-48,40,88
3461,al,-40,72,48
3462,li,-48,72,64
3463,id,-48,64,72
3464,da,32,136,144
3465,at,-40,64,64
3466,te,-24,56,80
3467,ed,96,144,176
3468,ds,104,200,152
3469,so,-32,80,64
3470,om,-56,152,56
3471,eo,152,176,232
3472,mo,104,232,104
3473,of,16,88,144
3474,ft,344,400,416
3475,th,24,136,80
3476,he,-56,16,56
3477,ei,64,191,136
3478,id,-55,24,72
3479,de,89,201,168
3480,ea,-40,160,72
3481,as,-72,24,128
3482,si,248,336,344
3483,ih,88,192,176
3484,ha,0,144,104
3485,ad,-56,80,88
3486,da,335,456,471
3487,al,-24,87,97
3488,lr,-56,64,55
3489,re,-63,40,57
3490,ea,24,144,127
3491,ad,-56,56,64
3492,dy,1,89,113
3493,yh,120,231,208
3494,ha,-24,104,87
3495,ad,-40,81,88
3496,ds,168,247,289
3497,sw,120,216,199
3498,wi,0,104,96
3499,im,-32,80,72
3500,mi,424,512,536
3501,mi,295,383,328
3502,in,-32,88,56
3503,ng,0,72,120
3504,gi,128,224,200
3505,ia,353,466,449
3506,ar,-73,0,40
3507,ro,0,135,73
3508,ou,-48,32,87
3509,un,120,193,200
3510,nd,31,103,104
3511,di,72,248,144
3512,in,-64,88,112
3513,nm,112,216,264
3514,my,136,240,240
3515,yh,112,192,216
3516,he,1,112,81
3517,ea,-40,120,71
3518,ad,1,120,161
3519,df,1000,1096,1119
3520,fi,0,64,96
3521,ir,24,96,88
3522,rs,24,192,96
3523,st,-72,17,96
3524,to,71,231,160
3525,of,272,344,432
3526,fa,208,320,280
3527,al,-48,24,64
3528,li,513,680,585
3529,li,329,496,449
3530,ic,128,256,295
3531,ca,-104,32,24
3532,an,-16,120,120
3533,na,112,280,248
3534,ap,32,96,200
3535,pl,1368,1560,1472
3536,pl,296,488,376
3537,pl,96,288,200
3538,ly,-48,128,144
3539,ys,0,104,176
3540,so,-40,80,64
3541,om,-24,152,96
3542,me,-80,0,96
3543,eo,64,176,144
3544,ot,24,88,136
3545,th,0,88,64
3546,he,0,96,88
3547,er,-48,40,48
3548,rf,176,208,264
3549,fu,160,280,192
3550,us,368,480,488
3551,si,0,88,112
3552,io,-24,88,64
3553,on,-32,128,80
3554,nr,224,312,384
3555,ru,0,104,88
3556,ul,-48,64,56
3557,le,-24,144,88
3558,es,-88,32,80
3559,sa,464,632,584
3560,as,-48,80,120
3561,su,144,224,272
3562,su,-24,56,80
3563,um,152,224,232
3564,mi,96,216,168
3565,in,-56,56,64
3566,ng,0,49,112
3567,gt,279,343,328
3568,th,0,56,64
3569,ha,48,192,104
3570,at,-88,24,56
3571,th,176,240,288
3572,th,0,64,72
3573,he,24,112,88
3574,em,872,975,960
3575,ma,-32,64,71
3576,at,-32,32,64
3577,tc,137,217,201
3578,ch,0,128,80
3579,hs,104,200,232
3580,sc,96,175,192
3581,co,104,185,183
3582,or,23,184,104
3583,re,-81,79,80
3584,es,-79,24,81
3585,sa,88,232,191
3586,ar,-23,136,121
3587,re,-64,48,95
3588,en,145,280,257
3589,no,-56,48,79
3590,ot,-32,56,72
3591,tc,193,281,281
3592,co,112,199,200
3593,or,176,312,263
3594,or,16,152,88
3595,re,-72,32,64
3596,er,545,578,649
3597,re,207,327,240
3598,re,40,160,128
3599,el,24,128,144
3600,la,0,104,104
3601,at,-56,58,48
3602,te,-26,46,88
3603,ed,96,208,168
3604,d9,353,425,465
3605,9w,135,231,207
3606,wh,0,120,96
3607,hi,-32,48,88
3608,ic,0,96,80
3609,ch,0,88,96
3610,ho,1048,1128,1136
3611,ob,48,112,128
3612,at,184,296,304
3613,th,280,392,392
3614,th,-24,88,120
3615,he,0,104,112
3616,en,1289,1408,1393
3617,en,1,120,97
3618,nd,0,104,119
3619,do,160,288,264
3620,of,-16,96,112
3621,ft,112,240,224
3622,th,-48,64,80
3623,he,-111,24,1
3624,ev,160,312,295
3625,vi,-48,48,104
3626,id,40,120,136
3627,de,112,200,192
3628,eo,-24,72,64
3629,oh,1616,1712,1712
3630,ha,104,248,200
3631,al,-56,1,88
3632,li,255,367,312
3633,li,96,208,176
3634,id,-48,32,64
3635,da,16,160,96
3636,ay,48,168,192
3637,yi,192,264,312
3638,in,72,168,144
3639,nc,56,224,152
3640,lu,40,392,120
3641,cu,24,128,112
3642,ud,0,64,104
3643,de,120,184,184
3644,ed,104,176,168
3645,da,984,1088,1056
3646,al,112,200,216
3647,li,88,160,176
3648,in,88,208,160
3649,nk,-56,55,64
3650,kt,88,225,199
3651,to,-81,0,56
3652,oh,120,255,201
3653,hi,-64,75,71
3654,is,-50,53,89
3655,sp,129,248,232
3656,pe,8,105,127
3657,er,-56,40,41
3658,rs,72,225,168
3659,so,-81,23,72
3660,on,-23,104,81
3661,na,0,112,127
3662,al,-55,40,57
3663,lw,384,424,479
3664,we,1,144,41
3665,eb,-47,88,96
3666,bs,40,136,175
3667,si,1,112,97
3668,it,1,88,112
3669,te,-32,40,55
3670,ew,2416,2536,2488
3671,wh,16,152,136
3672,hi,-48,64,88
3673,ic,-16,112,96
3674,ch,-24,80,104
3675,ha,280,425,384
3676,ha,0,145,104
3677,ad,-33,87,112
3678,dc,608,776,728
3679,ch,-64,0,104
3680,ha,1,136,65
3681,an,-8,80,127
3682,ng,-40,97,48
3683,ge,-17,71,120
3684,ed,152,264,240
3685,dr,448,584,560
3686,dr,88,224,160
3687,ra,-24,144,112
3688,as,-48,88,120
3689,st,136,216,272
3690,ti,24,136,104
3691,ic,-24,112,88
3692,ca,-40,232,96
3693,ly,312,216,360
3694,al,72,152,72
3695,ly,128,216,208
3696,yt,536,648,624
3697,to,384,512,496
3698,on,-24,88,104
3699,nt,56,216,168
3700,th,-96,0,64
3701,he,2,56,98
3702,em,64,192,118
3703,mo,-24,88,104
3704,or,0,136,112
3705,rn,-32,72,104
3706,ne,1032,1136,1136
3707,em,64,176,168
3708,mo,0,104,112
3709,on,-16,104,88
3710,nr,0,152,120
3711,ri,-40,64,112
3712,ir,632,768,736
3713,rn,-80,32,56
3714,ni,16,112,128
3715,in,0,96,96
3716,ng,-24,96,72
3717,go,2840,2976,2960
3718,of,40,128,176
3719,fh,119,255,207
3720,hi,-71,48,65
3721,is,-32,48,87
3722,sd,137,185,217
3723,de,127,232,175
3724,ea,-32,159,73
3725,at,-24,96,167
3726,th,-39,33,81
3727,hf,537,648,609
3728,fo,88,184,199
3729,or,-24,88,72
3730,ro,144,256,256
3731,ov,296,392,408
3732,ve,56,185,152
3733,er,-49,55,80
3734,ra,80,192,184
3735,ad,72,145,184
3736,de,95,159,168
3737,ec,96,296,160
3738,ca,104,232,304
3739,ad,72,184,200
3740,de,128,232,240
3741,et,1136,1272,1240
3742,th,-80,32,56
3743,he,-56,40,56
3744,eo,32,112,128
3745,on,40,136,120
3746,nl,-16,72,80
3747,ly,88,192,176
3748,yt,96,241,200
3749,th,-97,15,48
3750,hi,-15,82,97
3751,in,30,150,127
3752,ng,0,104,120
3753,gp,2832,2896,2936
3754,po,104,232,168
3755,os,-32,48,96
3756,st,56,176,136
3757,te,-32,24,88
3758,ed,112,208,168
3759,dt,88,192,184
3760,th,-56,88,48
3761,he,-48,40,96
3762,er,0,136,88
3763,re,-32,56,104
3764,eh,344,488,432
3765,ha,-56,88,88
3766,ad,-24,104,120
3767,db,80,192,208
3768,be,-16,40,96
3769,en,200,296,256
3770,en,40,136,104
3771,na,1904,2032,2000
3772,as,160,264,288
3773,sh,0,120,104
3774,ho,-64,80,56
3775,or,-24,96,120
3776,rt,104,216,224
3777,tl,184,272,296
3778,lo,112,168,200
3779,op,513,592,569
3780,op,121,200,193
3781,pi,104,232,183
3782,in,0,120,128
3783,ng,0,120,120
3784,ga,168,336,288
3785,an,-96,0,72
3786,ni,56,167,152
3787,im,-23,129,88
3788,ma,0,111,152
3789,at,25,161,136
3790,ti,-81,88,55
3791,io,-88,0,81
3792,on,-33,96,55
3793,nt,39,160,168
3794,th,-24,104,97
3795,ha,-56,96,72
3796,at,-72,39,80
3797,ts,280,400,391
3798,sh,-47,72,73
3799,ho,-56,89,63
3800,ow,0,79,145
3801,we,129,208,208
3802,ed,128,242,207
3803,dh,359,471,473
3804,hi,-56,64,56
3805,is,-32,81,88
3806,sa,152,208,265
3807,av,49,168,105
3808,va,0,111,119
3809,at,88,216,199
3810,ta,120,240,248
3811,at,1,89,121
3812,tr,648,743,736
3813,ra,1482,1560,1577
3814,an,168,224,246
3815,no,176,296,232
3816,or,24,152,144
3817,ra,0,104,128
3818,ak,-40,64,64
3819,ks,736,824,840
3820,si,64,128,152
3821,it,80,128,144
3822,ti,184,328,232
3823,ti,0,144,96
3824,in,-40,96,104
3825,ng,-40,32,96
3826,gi,56,152,128
3827,in,-24,128,72
3828,na,177,368,329
3829,am,1512,1616,1703
3830,me,0,72,104
3831,ed,144,216,216
3832,di,72,160,144
3833,ie,312,384,400
3834,ev,160,304,232
3835,va,-24,128,120
3836,li,1972,152,2072
3837,al,1808,1896,192
3838,li,72,152,160
3839,ib,72,184,152
3840,br,-48,80,64
3841,ra,-32,104,96
3842,ar,-40,64,96
3843,ry,-48,64,56
3844,yh,1840,1912,1952
3845,hu,112,176,184
3846,un,363,440,427
3847,nc,80,224,157
3848,ch,-40,56,104
3849,he,32,96,128
3850,ed,112,200,176
3851,do,64,200,152
3852,ov,-17,80,119
3853,ve,72,167,169
3854,er,-32,81,63
3855,ra,64,200,177
3856,as,472,583,608
3857,sc,40,177,151
3858,ca,0,135,137
3859,ar,112,168,247
3860,re,220,281,276
3861,re,1,62,140
3862,ed,105,209,166
3863,dw,168,247,272
3864,wo,-31,73,48
3865,or,72,200,176
3866,rk,208,319,336
3867,kt,136,256,247
3868,ta,-23,145,97
3869,ab,-80,80,88
3870,bl,-80,55,80
3871,le,-55,32,80
3872,em,392,496,479
3873,mi,-24,88,80
3874,is,0,97,112
3875,si,120,223,217
3876,in,-102,88,1
3877,ng,-24,96,166
3878,gp,928,1016,1048
3879,po,112,224,200
3880,ot,112,232,224
3881,ti,-48,160,72
3882,io,-104,0,104
3883,on,-32,88,72
3884,ns,8,96,128
3885,sa,1768,1952,1856
3886,an,-104,16,80
3887,nd,-16,96,104
3888,dp,80,152,192
3889,po,104,216,176
3890,or,40,176,152
3891,ri,0,112,136
3892,in,-40,120,72
3893,ng,-24,112,136
3894,go,304,424,440
3895,ov,-16,112,104
3896,ve,88,192,216
3897,er,-40,80,64
3898,rd,1864,2008,1984
3899,du,0,80,144
3900,us,48,128,128
3901,st,104,208,184
3902,ty,-40,56,64
3903,ys,320,440,416
3904,sp,256,336,376
3905,pe,88,160,168
3906,el,48,136,120
3907,lb,256,360,344
3908,lb,96,200,192
3909,bo,24,112,128
3910,ok,248,352,336
3911,ok,64,168,160
3912,ks,-16,88,88
3913,sw,624,738,728
3914,wi,-10,54,104
3915,it,32,136,96
3916,th,-24,64,80
3917,ha,104,208,192
3918,al,88,232,192
3919,la,0,120,144
3920,ar,-80,24,40
3921,rg,112,200,216
3922,ge,40,128,128
3923,ep,2056,2168,2144
3924,pa,0,151,112
3925,ai,16,129,167
3926,in,111,265,224
3927,nt,71,168,225
3928,ti,0,111,97
3929,in,-32,80,79
3930,ng,-39,80,73
3931,go,672,768,791
3932,of,1,72,97
3933,fa,73,200,144
3934,al,89,113,216
3935,lb,503,607,527
3936,ba,16,88,120
3937,al,-32,56,40
3938,la,552,648,640
3939,la,-32,64,80
3940,ac,0,136,96
3941,ck,-56,56,80
3942,kd,480,608,592
3943,dr,80,208,208
3944,ra,-32,104,96
3945,ag,33,136,169
3946,go,-40,96,63
3947,on,-40,78,96
3948,nv,162,330,280
3949,vi,-88,0,80
3950,is,24,136,112
3951,si,0,64,112
3952,ib,80,216,144
3953,bl,-48,88,88
3954,le,-40,48,96
3955,eo,880,984,968
3956,on,24,120,128
3957,nt,64,200,160
3958,th,-88,24,48
3959,he,-40,32,72
3960,ew,352,440,424
3961,wa,24,201,112
3962,lb,296,204,360
3963,al,16,124,136
3964,lb,100,204,208
3965,be,-16,72,88
3966,eh,320,448,408
3967,hi,1,136,129
3968,in,-24,120,111
3969,nd,-72,16,72
3970,dh,192,312,280
3971,hi,-24,80,96
3972,im,64,152,168
3973,te,495,567,599
3974,ex,160,273,232
3975,xt,127,208,240
3976,tp,287,408,368
3977,pa,0,72,121
3978,as,135,183,207
3979,sw,280,408,328
3980,sw,120,248,192
3981,wo,400,464,528
3982,or,64,160,128
3983,rd,96,216,192
3984,ds,240,352,360
3985,sh,352,416,464
3986,ha,64,152,128
3987,av,1008,1112,1096
3988,ve,1361,1425,1465
3989,ve,87,151,176
3990,ed,128,232,192
3991,do,40,120,144
3992,om,128,200,208
3993,mi,376,448,448
3994,in,112,176,184
3995,na,224,304,288
3996,at,82,216,162
3997,te,-48,64,86
3998,ed,104,240,216
3999,dt,536,640,672
4000,th,32,112,136
4001,he,0,72,80
4002,eh,696,752,768
4003,hu,81,144,137
4004,um,136,216,199
4005,ma,72,160,152
4006,an,0,64,88
4007,nc,1056,1184,1120
4008,co,-24,56,104
4009,om,80,176,160
4010,mp,96,208,192
4011,pu,56,120,168
4012,ut,544,664,608
4013,te,72,208,192
4014,er,-48,88,88
4015,ra,256,352,392
4016,au,16,88,112
4017,ut,96,184,168
4018,th,40,104,128
4019,he,112,200,176
4020,en,176,241,264
4021,nt,711,839,776
4022,ti,0,72,128
4023,ic,192,304,264
4024,ca,104,168,216
4025,at,88,208,152
4026,ti,-40,120,80
4027,io,-40,88,120
4028,on,64,144,192
4029,ns,2264,2400,2344
4030,si,0,39,136
4031,in,120,200,159
4032,nc,193,304,273
4033,ce,225,344,336
4034,et,232,320,351
4035,th,48,104,136
4036,he,41,104,97
4037,e1,1712,1832,1775
4038,19,248,320,368
4039,96,632,729,704
4040,60,136,208,233
4041,0s,890,1008,962
4042,st,1473,1568,1591
4043,th,48,112,143
4044,he,1832,1960,1896
4045,es,256,376,384
4046,si,72,128,192
4047,ie,2016,2096,2072
4048,em,48,128,128
4049,mi,128,200,208
4050,in,104,152,176
4051,na,424,544,472
4052,al,16,104,136
4053,lp,1608,1712,1696
4054,pa,40,120,144
4055,ap,480,568,560
4056,pe,144,288,232
4057,er,-48,72,96
4058,ri,240,304,360
4059,is,40,152,104
4060,sw,903,983,1015
4061,wa,112,201,192
4062,as,120,216,209
4063,so,199,295,295
4064,od,672,755,768
4065,do,142,221,225
4066,on,120,192,199
4067,ne,80,144,152
4068,et,2592,2689,2656
4069,tf,1528,1640,1625
4070,fr,416,552,528
4071,ro,0,88,136
4072,om,96,176,184
4073,mo,1032,1096,1112
4074,mo,112,176,200
4075,or,104,216,168
4076,ri,1344,1400,1456
4077,ri,1112,1168,1240
4078,is,104,216,160
4079,sa,256,352,368
4080,an,-8,72,88
4081,nd,72,160,152
4082,dt,696,792,784
4083,th,128,213,224
4084,ho,51,163,136
4085,om,112,184,224
4086,mp,160,256,232
4087,po,696,768,792
4088,on,112,192,184
4089,na,5111,5255,5191
4090,an,1,64,145
4091,no,185,264,248
4092,ot,120,224,199
4093,th,16,88,120
4094,he,-16,120,56
4095,er,1,96,137
4096,rm,1816,1888,1911
4097,mo,128,200,200
4098,or,480,529,552
4099,ri,232,304,281
4100,ri,16,88,161
4101,is,73,192,145
4102,so,896,992,1015
4103,so,160,256,288
4104,on,96,160,192
4105,ns,1064,1208,1128
4106,so,0,80,144
4107,on,128,208,208
4108,ni,608,664,688
4109,is,40,168,96
4110,sh,168,232,296
4111,ht,0,88,64
4112,te,152,224,240
4113,et,2664,2760,2736
4114,th,24,96,120
4115,he,2,80,74
4116,ha,48,176,192
4117,al,48,96,176
4118,le,512,625,560
4119,le,296,409,408
4120,el,439,567,552
4121,lu,280,392,408
4122,uj,192,312,304
4123,ja,200,344,320
4124,ah,0,112,144
4125,hp,376,480,488
4126,pr,0,153,104
4127,ra,0,147,153
4128,ai,380,508,527
4129,is,32,136,160
4130,se,296,368,400
4131,ej,416,520,488
4132,je,256,376,360
4133,eh,128,272,248
4134,ho,24,168,168
4135,ov,65,200,209
4136,va,0,128,135
4137,ah,440,576,568
4138,hf,240,320,376
4139,fo,40,192,120
4140,or,-104,0,48
4141,rm,-72,96,32
4142,mt,144,528,312
4143,he,-40,104,72
4144,te,-48,48,136
4145,eh,992,1112,1088
4146,he,0,104,120
4147,ea,32,136,136
4148,av,288,376,392
4149,ve,32,136,120
4150,en,40,168,144
4151,ns,96,168,224
4152,sp,512,624,584
4153,pr,-32,120,80
4154,ra,0,232,152
4155,ai,232,393,464
4156,is,232,360,393
4157,se,512,568,640
4158,eh,375,544,431
4159,hi,-57,87,112
4160,is,-39,73,105
4161,sn,312,464,424
4162,na,0,184,152
4163,am,0,175,184
4164,me,-23,105,152
4165,en,2063,2224,2191
4166,no,0,127,161
4167,ow,24,136,151
4168,wi,368,496,480
