,digraph,inter-key,uut,ddt
44037,ed,120,216,240
44038,el,48,144,168
44039,la,72,167,168
44040,ab,72,169,167
44041,be,15,112,112
44042,ed,120,216,217
44043,dp,120,240,216
44044,pa,47,160,167
44045,as,143,216,256
44046,ss,95,168,168
44047,sw,144,264,217
44048,wo,15,64,135
44049,or,120,216,169
44050,rd,120,216,216
44051,el,-8,71,144
44052,la,59,195,138
44053,ab,32,111,168
44054,be,46,165,125
44055,ed,95,221,214
44056,el,97,192,232
44057,la,43,170,138
44058,ab,216,320,343
44059,be,53,165,157
44060,ed,118,245,230
44061,dp,81,204,208
44062,pa,1,118,124
44063,as,127,190,244
44064,ss,87,190,150
44065,sw,118,260,221
44066,wo,-21,67,121
44067,or,116,219,204
44068,rd,94,157,197
44069,el,40,128,159
44070,la,43,178,131
44071,ab,64,135,199
44072,be,46,150,117
44073,ed,110,213,214
44074,el,89,168,191
44075,la,28,139,107
44076,ab,207,279,318
44077,be,54,157,126
44078,ed,102,182,205
44079,dp,200,280,280
44080,pa,51,146,131
44081,as,151,214,246
44082,ss,88,165,151
44083,sw,143,246,220
44084,wo,105,184,208
44085,or,61,173,140
44086,rd,117,197,229
44087,el,25,128,167
44088,la,43,179,146
44089,ab,16,103,152
44090,be,46,141,133
44091,ed,94,214,189
44092,el,32,128,174
44093,la,28,171,124
44094,ab,39,119,182
44095,be,62,165,142
44096,ed,110,246,213
44097,dp,72,168,208
44098,pa,34,154,130
44099,as,318,398,438
44100,ss,86,197,166
44101,sw,158,270,269
44102,wo,48,136,160
44103,or,101,212,189
44104,rd,110,205,221
44105,el,168,240,304
44106,la,48,168,120
44107,ab,47,120,167
44108,be,47,144,120
44109,ed,88,184,185
44110,el,71,144,167
44111,la,47,168,120
44112,ab,47,112,168
44113,be,47,120,112
44114,ed,120,192,193
44115,dp,328,424,400
44116,pa,47,144,143
44117,as,167,240,264
44118,ss,120,192,193
44119,sw,160,256,232
44120,wo,47,120,143
44121,or,120,192,193
44122,rd,95,207,167
44123,el,24,96,143
44124,la,40,160,112
44125,ab,72,144,192
44126,be,24,120,96
44127,ed,96,193,192
44128,el,72,144,168
44129,la,40,160,112
44130,ab,144,216,264
44131,be,48,144,120
44132,ed,96,216,192
44133,dp,160,232,280
44134,pa,48,168,120
44135,as,144,216,264
44136,ss,64,160,136
44137,sw,120,240,216
44138,wo,1,72,121
44139,or,120,192,191
44140,rd,88,208,160
44141,el,40,112,151
44142,la,67,211,139
44143,ab,47,111,191
44144,be,70,157,134
44145,ed,86,182,173
44146,el,128,208,231
44147,la,43,163,123
44148,ab,87,159,207
44149,be,64,141,136
44150,ed,94,190,171
44151,dp,64,152,160
44152,pa,18,122,106
44153,as,135,198,239
44154,ss,70,166,133
44155,sw,142,261,238
44156,wo,-2,48,117
44157,or,134,220,184
44158,rd,126,206,212
44159,el,24,96,136
44160,la,72,192,144
44161,ab,72,120,192
44162,be,72,144,120
44163,ed,88,184,160
44164,el,47,120,159
44165,la,81,144,154
44166,ab,96,168,159
44167,be,48,144,120
44168,ed,88,208,184
44169,dp,72,168,192
44170,pa,48,144,144
44171,as,144,216,240
44172,ss,64,160,136
44173,sw,120,240,216
44174,wo,23,96,143
44175,or,120,216,193
44176,rd,112,208,208
44177,el,120,192,240
44178,la,16,136,88
44179,ab,96,168,216
44180,be,48,144,120
44181,ed,120,192,216
44182,el,144,208,240
44183,la,48,168,112
44184,ab,144,240,264
44185,be,48,144,144
44186,ed,88,160,184
44187,dp,73,144,145
44188,pa,24,120,95
44189,as,168,240,264
44190,ss,73,160,145
44191,sw,144,264,231
44192,wo,1,72,121
44193,or,144,216,215
44194,rd,112,208,184
44195,el,48,120,144
44196,la,40,136,112
44197,ab,96,144,192
44198,be,48,144,96
44199,ed,96,192,192
44200,el,48,120,144
44201,la,48,160,120
44202,ab,96,168,208
44203,be,24,144,96
44204,ed,96,216,216
44205,dp,112,184,232
44206,pa,48,144,120
44207,as,168,240,264
44208,ss,72,144,144
44209,sw,136,232,208
44210,wo,120,192,216
44211,or,72,168,144
44212,rd,96,192,192
44213,el,48,120,144
44214,la,25,144,97
44215,ab,40,112,159
44216,be,48,120,120
44217,ed,120,216,192
44218,el,48,120,168
44219,la,24,144,96
44220,ab,48,120,168
44221,be,40,136,112
44222,ed,96,192,192
44223,dp,72,144,168
44224,pa,24,122,96
44225,as,88,160,186
44226,ss,96,168,168
44227,sw,120,240,192
44228,wo,0,48,120
44229,or,112,184,160
44230,rd,120,240,192
44231,el,120,192,215
44232,la,145,240,217
44233,ab,88,160,183
44234,be,96,192,168
44235,ed,96,192,192
44236,el,48,144,144
44237,la,2,120,98
44238,ab,112,184,230
44239,be,48,144,120
44240,ed,216,360,312
44241,dp,88,160,232
44242,pa,48,144,120
44243,as,168,240,264
44244,ss,72,144,144
44245,sw,136,256,208
44246,wo,-48,48,72
44247,or,121,216,217
44248,rd,145,216,240
44249,el,40,122,143
44250,la,38,139,120
44251,ab,62,131,163
44252,be,49,144,118
44253,ed,110,202,205
44254,el,62,143,193
44255,la,49,157,130
44256,ab,137,224,245
44257,be,71,175,158
44258,ed,101,233,205
44259,dp,361,447,493
44260,pa,58,179,144
44261,as,172,264,293
44262,ss,66,166,158
44263,sw,132,264,232
44264,wo,53,134,185
44265,or,128,223,209
44266,rd,93,216,188
44267,el,56,135,176
44268,la,76,211,155
44269,ab,48,111,183
44270,be,70,142,133
44271,ed,101,205,173
44272,el,96,176,199
44273,la,42,186,122
44274,ab,104,191,248
44275,be,38,126,125
44276,ed,101,197,189
44277,dp,81,192,177
44278,pa,19,146,130
44279,as,127,182,254
44280,ss,71,182,126
44281,sw,149,277,260
44282,wo,25,105,153
44283,or,116,227,196
44284,rd,110,198,221
44285,el,16,95,136
44286,la,51,179,130
44287,ab,15,79,143
44288,be,62,141,126
44289,ed,102,198,181
44290,el,48,128,151
44291,la,43,170,123
44292,ab,24,88,151
44293,be,78,149,142
44294,ed,103,214,174
44295,dp,65,153,176
44296,pa,51,153,139
44297,as,127,198,229
44298,ss,94,190,165
44299,sw,166,285,262
44300,wo,66,128,185
44301,or,133,252,195
44302,rd,102,198,221
44303,el,-8,87,160
44304,la,60,251,155
44305,ab,-8,71,183
44306,be,86,189,165
44307,ed,111,206,214
44308,el,16,119,136
44309,la,43,179,146
44310,ab,24,95,160
44311,be,86,181,157
44312,ed,103,198,198
44313,dp,48,152,143
44314,pa,27,155,131
44315,as,118,189,246
44316,ss,86,182,157
44317,sw,118,260,214
44318,wo,-53,25,89
44319,or,150,253,228
44320,rd,94,205,197
44321,el,56,128,167
44322,la,19,147,91
44323,ab,79,127,207
44324,be,38,110,86
44325,ed,93,172,165
44326,el,16,88,128
44327,la,27,162,99
44328,ab,80,152,215
44329,be,61,149,133
44330,ed,110,248,198
44331,dp,-2,85,136
44332,pa,44,138,131
44333,as,112,183,206
44334,ss,78,142,149
44335,sw,110,236,174
44336,wo,-53,25,73
44337,or,134,253,212
44338,rd,117,221,236
44339,el,24,127,160
44340,la,52,187,155
44341,ab,63,191,198
44342,be,1,118,129
44343,ed,101,214,218
44344,el,32,119,152
44345,la,51,171,138
44346,ab,96,198,216
44347,be,1,103,103
44348,ed,110,237,212
44349,dp,105,192,232
44350,pa,106,211,193
44351,as,150,222,255
44352,ss,88,173,160
44353,sw,157,295,242
44354,wo,-8,62,130
44355,or,141,252,211
44356,rd,118,213,229
44357,el,23,120,119
44358,la,15,136,112
44359,ab,48,120,169
44360,be,24,96,96
44361,ed,96,192,168
44362,el,97,169,216
44363,la,1,111,73
44364,ab,72,145,182
44365,be,23,119,96
44366,ed,97,192,193
44367,dp,121,209,216
44368,pa,1,95,89
44369,as,145,216,239
44370,ss,72,169,143
44371,sw,135,231,232
44372,wo,24,96,120
44373,or,97,193,169
44374,rd,144,215,240
44375,el,17,96,144
44376,la,67,179,146
44377,ab,47,103,159
44378,be,70,158,126
44379,ed,94,197,182
44380,el,-4,59,128
44381,la,107,219,170
44382,ab,135,214,247
44383,be,46,118,125
44384,ed,94,205,166
44385,dp,73,144,184
44386,pa,28,115,99
44387,as,127,190,214
44388,ss,71,158,134
44389,sw,125,228,212
44390,wo,-21,50,82
44391,or,133,212,204
44392,rd,102,165,181
44393,el,48,120,160
44394,la,24,144,96
44395,ab,96,168,216
44396,be,24,120,96
44397,ed,88,184,184
44398,el,120,216,192
44399,la,24,144,120
44400,ab,112,184,232
44401,be,24,120,96
44402,ed,96,192,192
44403,dp,120,216,216
44404,pa,1,112,97
44405,as,144,240,255
44406,ss,72,168,168
44407,sw,120,240,216
44408,wo,1,88,121
44409,or,96,192,183
44410,rd,96,192,192
44411,el,47,120,143
44412,la,39,160,112
44413,ab,48,144,169
44414,be,23,96,119
44415,ed,120,191,193
44416,el,72,169,191
44417,la,23,143,120
44418,ab,96,169,216
44419,be,24,119,97
44420,ed,88,226,183
44421,dp,78,150,216
44422,pa,48,144,120
44423,as,120,184,216
44424,ss,96,169,160
44425,sw,144,264,217
44426,wo,0,72,120
44427,or,119,207,191
44428,rd,120,193,208
44429,el,24,96,168
44430,la,16,112,88
44431,ab,73,145,169
44432,be,24,120,96
44433,ed,120,192,216
44434,el,48,120,192
44435,la,24,136,96
44436,ab,72,144,184
44437,be,48,120,120
44438,ed,120,216,192
44439,dp,48,120,144
44440,pa,24,112,96
44441,as,120,192,208
44442,ss,120,192,192
44443,sw,144,240,216
44444,wo,16,64,112
44445,or,120,216,168
44446,rd,96,216,192
44447,el,120,192,264
44448,la,48,168,120
44449,ab,63,136,183
44450,be,48,120,121
44451,ed,71,168,143
44452,el,145,216,240
44453,la,48,168,119
44454,ab,64,136,184
44455,be,48,145,120
44456,ed,96,192,193
44457,dp,144,239,240
44458,pa,16,88,111
44459,as,169,264,241
44460,ss,73,144,168
44461,sw,121,216,192
44462,wo,16,89,111
44463,or,96,191,169
44464,rd,97,192,192
44465,el,79,167,178
44466,la,27,147,115
44467,ab,55,111,175
44468,be,46,117,102
44469,ed,95,190,166
44470,el,125,203,249
44471,la,31,156,109
44472,ab,47,109,172
44473,be,63,125,125
44474,ed,94,187,156
44475,dp,78,156,171
44476,pa,47,141,125
44477,as,109,187,203
44478,ss,94,172,172
44479,sw,140,234,218
44480,wo,31,78,125
44481,or,109,171,156
44482,rd,125,203,187
44483,el,16,112,135
44484,la,43,162,139
44485,ab,192,295,311
44486,be,70,197,173
44487,ed,126,222,253
44488,el,17,96,144
44489,la,43,162,122
44490,ab,344,439,463
44491,be,62,166,157
44492,ed,85,181,189
44493,dp,168,256,264
44494,pa,19,130,107
44495,as,151,222,262
44496,ss,86,174,157
44497,sw,142,253,230
44498,wo,65,128,176
44499,or,165,268,228
44500,rd,103,190,206
44501,el,120,192,240
44502,la,23,136,95
44503,ab,96,144,209
44504,be,48,120,96
44505,ed,96,168,168
44506,el,265,336,360
44507,la,41,136,112
44508,ab,97,168,192
44509,be,24,120,95
44510,ed,97,168,193
44511,dp,89,184,160
44512,pa,24,96,119
44513,as,145,216,217
44514,ss,73,144,144
44515,sw,137,257,208
44516,wo,1,72,121
44517,or,168,239,239
44518,rd,120,192,191
44519,el,47,140,144
44520,la,27,147,120
44521,ab,72,145,192
44522,be,15,111,88
44523,ed,121,216,217
44524,el,216,288,335
44525,la,40,160,112
44526,ab,72,144,192
44527,be,48,144,120
44528,ed,144,240,240
44529,dp,136,232,232
44530,pa,24,120,120
44531,as,144,241,240
44532,ss,95,167,192
44533,sw,136,232,208
44534,wo,72,144,168
44535,or,72,168,144
44536,rd,136,208,232
44537,el,23,96,167
44538,la,72,192,145
44539,ab,48,120,168
44540,be,24,112,96
44541,ed,96,216,184
44542,el,0,64,120
44543,la,120,240,184
44544,ab,72,144,192
44545,be,72,192,144
44546,ed,88,232,208
44547,dp,48,143,192
44548,pa,73,145,168
44549,as,144,216,216
44550,ss,63,160,135
44551,sw,120,240,217
44552,wo,-24,72,96
44553,or,120,240,216
44554,rd,88,208,208
44555,el,16,88,112
44556,la,96,192,168
44557,ab,72,143,168
44558,be,48,120,119
44559,ed,120,208,192
44560,el,89,160,185
44561,la,49,192,120
44562,ab,72,144,215
44563,be,48,144,120
44564,ed,88,184,184
44565,dp,120,192,216
44566,pa,1,96,73
44567,as,193,264,288
44568,ss,64,160,135
44569,sw,168,288,264
44570,wo,2,96,122
44571,or,96,168,190
44572,rd,136,208,208
44573,el,72,144,191
44574,la,48,168,120
44575,ab,64,136,184
44576,be,24,120,96
44577,ed,72,192,168
44578,el,48,144,168
44579,la,24,144,120
44580,ab,64,160,184
44581,be,24,120,120
44582,ed,96,217,192
44583,dp,72,167,193
44584,pa,16,112,111
44585,as,168,240,264
44586,ss,96,168,168
44587,sw,144,280,216
44588,wo,1,96,137
44589,or,96,168,191
44590,rd,121,217,193
44591,el,16,104,127
44592,la,59,163,147
44593,ab,39,95,143
44594,be,54,133,110
44595,ed,102,191,181
44596,el,40,120,144
44597,la,43,154,123
44598,ab,48,111,159
44599,be,62,142,125
44600,ed,102,197,182
44601,dp,65,136,160
44602,pa,27,115,98
44603,as,111,206,199
44604,ss,86,174,181
44605,sw,133,266,221
44606,wo,-12,52,121
44607,or,108,195,172
44608,rd,94,184,181
44609,el,72,176,159
44610,la,35,194,139
44611,ab,32,104,191
44612,be,61,157,133
44613,ed,110,214,206
44614,el,40,143,168
44615,la,20,147,123
44616,ab,64,151,191
44617,be,102,205,189
44618,ed,103,198,206
44619,dp,105,208,200
44620,pa,27,146,130
44621,as,175,246,294
44622,ss,86,166,157
44623,sw,134,276,214
44624,wo,-29,66,113
44625,or,124,251,219
44626,rd,661,773,788
44627,el,256,328,376
44628,la,71,216,143
44629,ab,47,120,192
44630,be,1,96,74
44631,ed,72,160,167
44632,el,88,160,208
44633,la,48,168,120
44634,ab,72,145,192
44635,be,47,143,120
44636,ed,89,185,185
44637,dp,192,287,288
44638,pa,24,144,119
44639,as,161,232,281
44640,ss,72,145,143
44641,sw,95,215,168
44642,wo,24,96,144
44643,or,72,160,144
44644,rd,97,192,185
44645,el,1,95,121
44646,la,48,160,142
44647,ab,49,120,161
44648,be,24,145,95
44649,ed,96,191,217
44650,el,48,136,168
44651,la,48,168,136
44652,ab,48,120,168
44653,be,96,168,168
44654,ed,97,216,169
44655,dp,64,160,183
44656,pa,49,144,145
44657,as,145,216,240
44658,ss,73,168,144
44659,sw,113,208,208
44660,wo,24,96,119
44661,or,120,216,192
44662,rd,96,185,192
44663,el,78,172,187
44664,la,0,124,94
44665,ab,78,141,202
44666,be,47,140,110
44667,ed,109,219,202
44668,el,32,94,172
44669,la,47,156,109
44670,ab,62,125,171
44671,be,62,140,125
44672,ed,109,219,187
44673,dp,31,93,141
44674,pa,16,125,78
44675,as,140,203,249
44676,ss,78,156,141
44677,sw,125,249,203
44678,wo,0,47,124
44679,or,109,187,156
44680,rd,110,188,188
44681,el,-2,48,102
44682,la,91,226,141
44683,ab,32,103,167
44684,be,46,134,117
44685,ed,86,173,174
44686,el,65,128,152
44687,la,51,163,114
44688,ab,31,87,143
44689,be,86,165,142
44690,ed,111,190,190
44691,dp,41,120,120
44692,pa,51,138,130
44693,as,136,199,223
44694,ss,70,157,133
44695,sw,127,229,214
44696,wo,-1,57,101
44697,or,117,205,175
44698,rd,109,181,197
44699,el,47,94,140
44700,la,62,172,109
44701,ab,62,124,172
44702,be,32,110,94
44703,ed,93,187,171
44704,el,31,109,140
44705,la,16,140,94
44706,ab,47,110,171
44707,be,62,124,125
44708,ed,110,203,172
44709,dp,47,109,140
44710,pa,32,110,94
44711,as,156,218,234
44712,ss,78,156,140
44713,sw,140,250,218
44714,wo,265,343,375
44715,or,93,187,171
44716,rd,109,203,203
44717,el,48,120,168
44718,la,48,168,120
44719,ab,96,168,216
44720,be,40,136,112
44721,ed,96,192,192
44722,el,96,168,192
44723,la,72,168,144
44724,ab,120,192,216
44725,be,39,136,111
44726,ed,96,216,193
44727,dp,72,144,192
44728,pa,48,168,120
44729,as,136,208,256
44730,ss,100,168,172
44731,sw,96,264,164
44732,wo,1,96,169
44733,or,88,184,183
44734,rd,96,192,192
44735,el,80,152,184
44736,la,59,186,131
44737,ab,48,119,175
44738,be,54,142,125
44739,ed,102,205,190
44740,el,56,128,160
44741,la,51,170,123
44742,ab,64,144,183
44743,be,61,125,141
44744,ed,103,198,167
44745,dp,48,156,143
44746,pa,0,94,108
44747,as,135,206,229
44748,ss,78,182,149
44749,sw,141,272,245
44750,wo,-5,46,126
44751,or,132,220,183
44752,rd,101,181,189
44753,el,78,156,140
44754,la,31,141,109
44755,ab,62,140,172
44756,be,16,94,94
44757,ed,109,187,187
44758,el,31,93,94
44759,la,78,203,140
44760,ab,94,172,219
44761,be,46,124,124
44762,ed,110,203,188
44763,dp,63,141,156
44764,pa,15,93,93
44765,as,125,203,203
44766,ss,78,172,156
44767,sw,93,202,187
44768,wo,32,78,141
44769,or,78,156,124
44770,rd,110,203,188
44771,el,64,152,191
44772,la,51,179,139
44773,ab,47,127,175
44774,be,70,165,150
44775,ed,102,190,197
44776,el,24,104,143
44777,la,67,203,147
44778,ab,23,207,159
44779,be,1,69,185
44780,ed,102,197,170
44781,dp,65,145,160
44782,pa,51,146,131
44783,as,167,230,262
44784,ss,79,167,142
44785,sw,124,255,212
44786,wo,-10,46,121
44787,or,92,204,148
44788,rd,126,214,238
44789,el,48,120,168
44790,la,64,160,136
44791,ab,72,144,168
44792,be,48,144,120
44793,ed,96,216,192
44794,el,72,168,192
44795,la,24,168,120
44796,ab,96,168,240
44797,be,40,112,112
44798,ed,120,216,192
44799,dp,192,288,288
44800,pa,24,112,120
44801,as,144,216,232
44802,ss,72,168,144
44803,sw,168,288,264
44804,wo,15,64,135
44805,or,144,216,193
44806,rd,120,216,192
44807,el,-7,64,128
44808,la,131,275,202
44809,ab,56,134,200
44810,be,78,182,156
44811,ed,111,213,215
44812,el,96,183,223
44813,la,68,187,155
44814,ab,152,232,271
44815,be,69,173,149
44816,ed,110,205,214
44817,dp,296,391,391
44818,pa,51,147,146
44819,as,167,238,263
44820,ss,86,158,157
44821,sw,134,229,206
44822,wo,41,104,136
44823,or,102,213,165
44824,rd,117,181,228
44825,el,1,96,121
44826,la,71,191,166
44827,ab,49,120,169
44828,be,49,145,120
44829,ed,64,207,160
44830,el,48,120,191
44831,la,49,192,121
44832,ab,40,112,183
44833,be,72,168,144
44834,ed,96,192,192
44835,dp,53,120,149
44836,pa,48,144,115
44837,as,137,208,233
44838,ss,73,169,144
44839,sw,119,239,215
44840,wo,2,72,122
44841,or,112,184,182
44842,rd,96,193,168
44843,el,16,88,112
44844,la,24,144,96
44845,ab,71,144,191
44846,be,23,120,96
44847,ed,119,208,216
44848,el,112,208,208
44849,la,48,168,144
44850,ab,71,144,191
44851,be,23,121,96
44852,ed,87,183,185
44853,dp,95,192,191
44854,pa,47,144,144
44855,as,144,240,241
44856,ss,63,136,159
44857,sw,120,240,193
44858,wo,72,144,192
44859,or,120,216,192
44860,rd,112,184,208
44861,el,-30,48,72
44862,la,212,363,290
44863,ab,40,111,191
44864,be,262,374,333
44865,ed,101,188,213
44866,el,89,159,184
44867,la,60,187,130
44868,ab,168,240,295
44869,be,69,173,141
44870,ed,126,205,230
44871,dp,169,256,248
44872,pa,51,146,138
44873,as,143,198,238
44874,ss,87,166,142
44875,sw,150,245,229
44876,wo,81,136,176
44877,or,110,213,165
44878,rd,101,181,204
44879,el,56,111,175
44880,la,84,211,139
44881,ab,48,120,175
44882,be,37,117,109
44883,ed,78,182,158
44884,el,24,95,128
44885,la,43,163,114
44886,ab,47,112,167
44887,be,45,124,110
44888,ed,111,182,190
44889,dp,184,304,255
44890,pa,27,138,147
44891,as,135,214,246
44892,ss,78,158,157
44893,sw,174,293,254
44894,wo,25,89,144
44895,or,100,204,164
44896,rd,110,173,214
44897,el,48,120,191
44898,la,145,288,217
44899,ab,64,160,207
44900,be,48,144,144
44901,ed,120,216,216
44902,el,48,144,144
44903,la,40,184,136
44904,ab,96,168,240
44905,be,48,145,120
44906,ed,143,215,240
44907,dp,112,184,184
44908,pa,24,144,96
44909,as,192,264,312
44910,ss,72,160,144
44911,sw,144,240,232
44912,wo,24,96,120
44913,or,120,217,192
44914,rd,111,183,208
44915,el,-8,80,128
44916,la,18,146,106
44917,ab,80,143,208
44918,be,54,150,117
44919,ed,77,180,173
44920,el,73,160,176
44921,la,59,194,146
44922,ab,64,136,199
44923,be,37,133,109
44924,ed,103,182,199
44925,dp,144,216,223
44926,pa,42,138,114
44927,as,135,206,231
44928,ss,86,149,157
44929,sw,118,254,181
44930,wo,57,136,193
44931,or,69,181,148
44932,rd,109,172,221
44933,el,72,144,192
44934,la,79,168,151
44935,ab,48,120,137
44936,be,16,114,88
44937,ed,94,191,192
44938,el,48,120,144
44939,la,48,168,120
44940,ab,72,144,192
44941,be,16,112,88
44942,ed,96,192,192
44943,dp,96,192,192
44944,pa,24,144,120
44945,as,136,208,256
44946,ss,72,168,144
44947,sw,121,240,217
44948,wo,24,96,143
44949,or,88,184,160
44950,rd,96,216,192
44951,el,64,136,159
44952,la,48,254,120
44953,ab,0,58,206
44954,be,48,120,106
44955,ed,96,184,168
44956,el,64,160,160
44957,la,24,144,120
44958,ab,96,168,216
44959,be,48,144,120
44960,ed,88,208,184
44961,dp,145,217,265
44962,pa,71,143,143
44963,as,193,256,265
44964,ss,96,168,159
44965,sw,145,241,217
44966,wo,23,119,119
44967,or,88,184,184
44968,rd,144,216,240
44969,el,-8,79,136
44970,la,36,163,123
44971,ab,502,584,629
44972,be,36,156,118
44973,ed,110,190,230
44974,el,87,175,207
44975,la,67,210,155
44976,ab,73,168,216
44977,be,22,133,117
44978,ed,110,221,221
44979,dp,161,272,272
44980,pa,52,163,163
44981,as,139,195,250
44982,ss,73,191,129
44983,sw,160,285,278
44984,wo,-20,65,105
44985,or,157,268,242
44986,rd,102,206,213
44987,el,72,145,168
44988,la,48,143,121
44989,ab,72,120,167
44990,be,48,144,96
44991,ed,64,184,160
44992,el,69,140,168
44993,la,24,144,95
44994,ab,64,112,184
44995,be,48,144,96
44996,ed,96,192,192
44997,dp,96,168,192
44998,pa,24,123,96
44999,as,109,181,208
45000,ss,96,168,168
45001,sw,169,264,241
45002,wo,16,88,111
45003,or,168,264,240
45004,rd,96,192,192
45005,el,48,120,168
45006,la,16,112,88
45007,ab,96,144,192
45008,be,48,144,96
45009,ed,144,264,240
45010,el,72,144,192
45011,la,24,144,96
45012,ab,72,144,192
45013,be,48,144,120
45014,ed,88,160,184
45015,dp,48,120,120
45016,pa,24,120,96
45017,as,144,216,240
45018,ss,88,160,160
45019,sw,144,240,216
45020,wo,48,120,144
45021,or,72,168,144
45022,rd,112,184,208
45023,el,24,103,128
45024,la,59,179,138
45025,ab,24,79,144
45026,be,62,158,117
45027,ed,94,205,190
45028,el,-12,52,95
45029,la,44,170,108
45030,ab,200,264,326
45031,be,45,109,109
45032,ed,118,197,182
45033,dp,73,148,152
45034,pa,1,79,76
45035,as,111,174,189
45036,ss,70,142,133
45037,sw,118,220,190
45038,wo,-29,34,73
45039,or,125,188,188
45040,rd,110,213,173
45041,el,24,96,136
45042,la,72,168,144
45043,ab,24,96,120
45044,be,48,144,120
45045,ed,112,208,208
45046,el,120,192,216
45047,la,71,192,143
45048,ab,39,112,160
45049,be,47,120,120
45050,ed,119,216,192
45051,dp,192,288,289
45052,pa,39,136,135
45053,as,168,240,265
45054,ss,72,144,144
45055,sw,120,216,192
45056,wo,39,112,135
45057,or,96,192,169
45058,rd,120,216,216
45059,el,48,120,144
45060,la,40,160,112
45061,ab,48,120,168
45062,be,24,120,96
45063,ed,96,168,192
45064,el,48,120,144
45065,la,48,168,120
45066,ab,64,136,184
45067,be,48,120,120
45068,ed,96,192,168
45069,dp,120,192,216
45070,pa,0,96,72
45071,as,136,208,232
45072,ss,72,168,144
45073,sw,96,216,192
45074,wo,24,96,144
45075,or,88,208,160
45076,rd,96,192,216
45077,el,72,143,192
45078,la,40,161,111
45079,ab,48,119,169
45080,be,49,120,120
45081,ed,97,192,168
45082,el,73,144,216
45083,la,64,160,135
45084,ab,72,121,168
45085,be,47,143,96
45086,ed,72,192,168
45087,dp,40,112,160
45088,pa,72,168,144
45089,as,169,241,265
45090,ss,872,991,944
45091,sw,168,288,287
45092,wo,96,168,216
45093,or,113,185,185
45094,rd,120,215,192
45095,el,24,96,144
45096,la,24,144,96
45097,ab,96,144,216
45098,be,48,168,96
45099,ed,112,208,232
45100,el,48,120,144
45101,la,72,168,144
45102,ab,72,145,168
45103,be,67,143,140
45104,ed,112,208,188
45105,dp,96,168,192
45106,pa,48,168,120
45107,as,144,232,264
45108,ss,72,144,160
45109,sw,144,324,216
45110,wo,2,36,182
45111,or,96,184,130
45112,rd,120,216,208
45113,el,120,216,216
45114,la,48,145,144
45115,ab,95,167,192
45116,be,16,112,88
45117,ed,96,192,192
45118,el,72,144,192
45119,la,24,168,96
45120,ab,72,144,216
45121,be,24,120,96
45122,ed,88,184,184
45123,dp,96,168,192
45124,pa,24,120,96
45125,as,168,232,264
45126,ss,96,192,160
45127,sw,472,592,568
45128,wo,120,192,240
45129,or,96,192,168
45130,rd,136,232,232
45131,el,24,96,144
45132,la,24,159,96
45133,ab,25,97,160
45134,be,72,144,144
45135,ed,120,192,192
45136,el,72,144,192
45137,la,24,144,96
45138,ab,64,136,184
45139,be,48,144,120
45140,ed,96,192,192
45141,dp,96,168,192
45142,pa,24,112,96
45143,as,144,216,232
45144,ss,72,144,144
45145,sw,120,223,192
45146,wo,17,89,120
45147,or,64,136,136
45148,rd,120,192,192
45149,el,2,71,122
45150,la,40,136,109
45151,ab,48,120,144
45152,be,24,120,96
45153,ed,96,193,192
45154,el,72,144,168
45155,la,40,136,112
45156,ab,72,144,168
45157,be,72,144,144
45158,ed,120,192,192
45159,dp,96,160,168
45160,pa,48,144,112
45161,as,168,240,264
45162,ss,72,144,144
45163,sw,137,232,209
45164,wo,48,120,143
45165,or,96,168,168
45166,rd,120,216,192
45167,el,73,144,193
45168,la,73,168,144
45169,ab,65,160,160
45170,be,48,120,143
45171,ed,97,192,169
45172,el,64,136,159
45173,la,2,120,74
45174,ab,96,168,214
45175,be,48,144,120
45176,ed,136,256,232
45177,dp,144,216,264
45178,pa,24,120,96
45179,as,144,192,240
45180,ss,88,160,136
45181,sw,144,240,216
45182,wo,48,120,144
45183,or,72,168,144
45184,rd,112,208,208
45185,el,34,96,146
45186,la,43,171,105
45187,ab,23,101,151
45188,be,1,63,79
45189,ed,70,166,132
45190,el,-2,69,104
45191,la,36,147,107
45192,ab,40,88,151
45193,be,37,109,85
45194,ed,94,190,166
45195,dp,24,96,120
45196,pa,35,138,107
45197,as,87,150,190
45198,ss,70,150,133
45199,sw,117,228,197
45200,wo,-20,66,91
45201,or,133,236,219
45202,rd,110,197,213
45203,el,48,120,144
45204,la,48,184,120
45205,ab,48,120,184
45206,be,24,96,96
45207,ed,120,216,192
45208,el,48,120,168
45209,la,48,160,120
45210,ab,72,144,184
45211,be,24,120,96
45212,ed,96,192,192
45213,dp,96,192,192
45214,pa,1,88,97
45215,as,144,240,231
45216,ss,72,168,168
45217,sw,160,280,256
45218,wo,24,120,144
45219,or,120,240,216
45220,rd,96,216,216
45221,el,96,192,168
45222,la,48,144,144
45223,ab,72,168,168
45224,be,24,96,120
45225,ed,88,208,160
45226,el,73,145,169
45227,la,72,191,144
45228,ab,49,120,168
45229,be,49,136,120
45230,ed,96,192,183
45231,dp,97,192,193
45232,pa,25,121,120
45233,as,136,207,232
45234,ss,97,168,168
45235,sw,145,264,216
45236,wo,0,72,119
45237,or,112,208,184
45238,rd,105,216,201
45239,el,40,112,136
45240,la,24,144,96
45241,ab,72,144,192
45242,be,24,144,96
45243,ed,96,192,216
